City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised
Austin,6/21/2011,6.15E+11,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"Austin-Round Rock, TX",South Central,Startup,First Round,Iwate,Austin Metro,1,1,1.61
Denver,6/21/2011,90049760781,Communications Software,Information Technology,Software,"Denver-Aurora-Broomfield, CO",Mountain,Generating Revenue,Later Stage,Iwate,,1,1,21
San Luis Obispo,6/21/2011,83843760972,Business Applications Software,Information Technology,Software,"San Luis Obispo-Paso Robles, CA",Southern California,Generating Revenue,Later Stage,Iwate,,1,1,9
Marina Del Ray,6/21/2011,6.12E+11,Communications and Networking: Other,Information Technology,Communications and Networking,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Startup,Second Round,Iwate,Los Angeles Metro,1,1,2.5
Indianapolis,6/22/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,First Round,Iwate,,1,1,
Draper,6/22/2011,6.07E+11,Business Support Services: Other,Business and Financial Services,Business Support Services,"Salt Lake City, UT",Mountain,Generating Revenue,First Round,Iwate,,1,1,1.71
Chicago,6/22/2011,6.15E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,Iwate,Chicago Metro,1,1,15
Marlborough,6/22/2011,59699761295,General Business Consulting,Business and Financial Services,Business Support Services,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,Iwate,Boston Metro,1,1,3
Santa Clara,6/22/2011,3.56E+11,Business Support Services: TBA,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,10.5
Glen Burnie,6/22/2011,96407760862,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Baltimore-Towson, MD",Mid-Atlantic,Generating Revenue,Restart,Iwate,Potomac,1,1,35
Wooster,6/22/2011,6.15E+11,Filters/Membranes,Industrial Goods and Materials,Materials and Chemicals,"Wooster, OH",Midwest East,Generating Revenue,First Round,Iwate,,1,1,11
San Diego,6/22/2011,88278761722,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Restart,Restart,Iwate,San Diego Metro,1,1,1.75
Houston,6/22/2011,6.15E+11,Communications Software,Information Technology,Software,"Houston-Baytown-Sugar Land, TX",South Central,Generating Revenue,Later Stage,Iwate,,1,1,
San Francisco,6/22/2011,6.15E+11,Graphics/Publishing Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Second Round,Iwate,San Francisco Bay Area,1,1,
Philadelphia,6/22/2011,6.15E+11,Business Applications Software,Information Technology,Software,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Seed Round,Iwate,,1,1,0.2
San Francisco,6/23/2011,1.82E+11,Building Construction,Business and Financial Services,Construction and Civil Engineering,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,
Chicago,6/23/2011,6.15E+11,Facilities/Operations Management,Business and Financial Services,Business Support Services,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Second Round,Iwate,Chicago Metro,1,1,7.2
Los Gatos,6/23/2011,6.15E+11,Educational/Training Media and Services,Consumer Services,Media and Content,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Startup,First Round,Iwate,San Francisco Bay Area,1,1,15
Boothwyn,6/23/2011,80793761334,Hotels/Gambling,Consumer Services,Travel and Leisure,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Generating Revenue,Second Round,Iwate,,1,1,15.5
New York,6/23/2011,1.14E+11,Entertainment,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,Iwate,New York Metro,1,1,25
New York,6/23/2011,6.09E+11,Shopping Facilitators,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,Iwate,New York Metro,1,1,10
Atlanta,6/23/2011,6.15E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Atlanta-Sandy Springs-Marietta, GA",South East,Product Development,First Round,Iwate,,1,1,2.26
Santa Barbara,6/23/2011,6.15E+11,Fuel Cells,Energy and Utilities,Renewable Energy,"Santa Barbara-Santa Maria-Goleta, CA",Southern California,Generating Revenue,Later Stage,Iwate,,1,1,1.54
Columbus,6/23/2011,1.84E+11,Patient Monitoring/Biofeedback,Healthcare,Medical Devices and Equipment,"Columbus, OH",Midwest East,Product Development,First Round,Iwate,,1,1,0.08
Fremont,6/23/2011,1.83E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Second Round,Iwate,San Francisco Bay Area,1,1,17.58
Milpitas,6/23/2011,6.08E+11,Application-Specific Integrated Circuits,Information Technology,Semiconductors,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,First Round,Iwate,San Francisco Bay Area,1,1,12
Durham,6/23/2011,6.15E+11,Recreational/Home Software,Information Technology,Software,"Durham-Chapel Hill, NC",South East,Product In Beta Test,First Round,Iwate,,1,1,1
Palo Alto,6/24/2011,6.15E+11,Data Management Services,Business and Financial Services,Business Support Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product In Beta Test,Second Round,Iwate,San Francisco Bay Area,1,1,2.5
Philadelphia,6/24/2011,3.59E+11,Entertainment,Consumer Services,Consumer Information Services,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,First Round,Iwate,,1,1,0.5
Phoenix,6/24/2011,57267761383,Sports/Recreational Services,Consumer Services,Travel and Leisure,"Phoenix-Mesa-Scottsdale, AZ",Mountain,Profitable,Later Stage,Iwate,,1,1,6.32
New York,6/24/2011,3.58E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,Iwate,New York Metro,1,1,50
West Sacramento,6/24/2011,6.07E+11,Solar Energy,Energy and Utilities,Renewable Energy,"Sacramento--Arden-Arcade--Roseville, CA",Northern California,Product Development,Second Round,Iwate,,1,1,8
Sunnyvale,6/24/2011,57703761452,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,17.88
Waltham,6/24/2011,6.06E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 3,Second Round,Iwate,Boston Metro,1,1,101
Bolingbrook,6/24/2011,1.12E+11,Agrochemicals,Industrial Goods and Materials,Materials and Chemicals,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Generating Revenue,Later Stage,Iwate,Chicago Metro,1,1,50
New York,6/24/2011,6.15E+11,Communications Software,Information Technology,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,Iwate,New York Metro,1,1,
Mountain View,6/24/2011,6.15E+11,Database Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Profitable,First Round,Iwate,San Francisco Bay Area,1,1,0.42
Los Angeles,6/24/2011,6.15E+11,Business Applications Software,Information Technology,Software,"Los Angeles-Long Beach-Santa Ana, CA",Southern California,Generating Revenue,First Round,Iwate,Los Angeles Metro,1,1,1.5
Marlborough,6/24/2011,1.16E+11,Electronic Components/Devices,Information Technology,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Later Stage,Iwate,Boston Metro,1,1,10
Austin,6/24/2011,1.84E+11,Power Supplies,Information Technology,Electronics and Computer Hardware,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,Iwate,Austin Metro,1,1,16.39
San Francisco,6/27/2011,1.83E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Profitable,Later Stage,Iwate,San Francisco Bay Area,1,1,8
Palo Alto,6/27/2011,70251760966,Online Communities,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Profitable,Later Stage,Iwate,San Francisco Bay Area,1,1,6.5
New York,6/27/2011,6.15E+11,Online Communities,Consumer Services,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Seed Round,Iwate,New York Metro,1,1,1
Seattle,6/27/2011,6.15E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product Development,First Round,Iwate,Seattle Metro,1,1,6.6
Alexandria,6/27/2011,6.15E+11,Network/Systems Management Software,Information Technology,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,Iwate,Potomac,1,1,
Longmont,6/27/2011,3.55E+11,Software Development Tools,Information Technology,Software,"Boulder, CO",Mountain,Generating Revenue,First Round,Iwate,,1,1,1.2
Santa Clara,6/27/2011,1.04E+11,Computer Systems,Information Technology,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,24
Danvers,6/27/2011,6.04E+11,Automated Manufacturing Equipment,Information Technology,Electronics and Computer Hardware,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Second Round,Iwate,Boston Metro,1,1,1.2
Palo Alto,6/27/2011,6.15E+11,Network/Systems Management Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,Seed Round,Iwate,San Francisco Bay Area,1,1,1.03
Menlo Park,6/28/2011,6.09E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,6.5
San Francisco,6/28/2011,4.70E+11,Payment/Transactional Processing,Business and Financial Services,Financial Institutions and Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Later Stage,Iwate,San Francisco Bay Area,1,1,100
Chevy Chase,6/28/2011,6.09E+11,Payment/Transactional Processing,Business and Financial Services,Financial Institutions and Services,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,Iwate,Potomac,1,1,0.85
Burlingame,6/28/2011,6.15E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,First Round,Iwate,San Francisco Bay Area,1,1,
Cambridge,6/28/2011,6.06E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,Iwate,Boston Metro,1,1,24
Canton,6/28/2011,1.83E+11,General Industrial Machinery,Industrial Goods and Materials,Machinery and Industrial Goods,"Detroit-Warren-Livonia, MI",Midwest East,Generating Revenue,Later Stage,Iwate,,1,1,20
Chicago,6/28/2011,6.15E+11,Business Applications Software,Information Technology,Software,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Profitable,First Round,Iwate,Chicago Metro,1,1,34.2
Denver,6/28/2011,6.15E+11,Business Applications Software,Information Technology,Software,"Denver-Aurora-Broomfield, CO",Mountain,Profitable,First Round,Iwate,,1,1,1.5
Mountain View,6/28/2011,6.15E+11,Database Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,3
San Francisco,6/28/2011,6.15E+11,Communications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Seed Round,Iwate,San Francisco Bay Area,1,1,1
Redwood City,6/29/2011,1.16E+11,Data Management Services,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product Development,Later Stage,Iwate,San Francisco Bay Area,1,1,40.99
New York,6/29/2011,6.15E+11,General Media/Content,Consumer Services,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,First Round,Iwate,New York Metro,1,1,0.25
Boulder,6/29/2011,6.13E+11,Online Communities,Consumer Services,Consumer Information Services,"Boulder, CO",Mountain,Generating Revenue,First Round,Iwate,,1,1,0.5
Palo Alto,6/29/2011,6.15E+11,Search Portals,Consumer Services,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product Development,First Round,Iwate,San Francisco Bay Area,1,1,5.19
Portland,6/29/2011,6.15E+11,Clothing/Accessory Retailers,Consumer Services,Retailers,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,First Round,Iwate,,1,1,2
San Diego,6/29/2011,3.60E+11,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"San Diego-Carlsbad-San Marcos, CA",Southern California,Clinical Trials - Phase 1,First Round,Iwate,San Diego Metro,1,1,
Garfield Heights,6/29/2011,57916761366,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Cleveland-Elyria-Mentor, OH",Midwest East,Product Development,Later Stage,Iwate,,1,1,
Maynard,6/29/2011,1.12E+11,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,Second Round,Iwate,Boston Metro,1,1,5.4
Sunnyvale,6/29/2011,6.15E+11,Database Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,
Mountain View,6/29/2011,3.57E+11,Communications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product In Beta Test,First Round,Iwate,San Francisco Bay Area,1,1,30
Bellevue,6/29/2011,3.59E+11,Communications and Networking: Other,Information Technology,Communications and Networking,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Later Stage,Iwate,Seattle Metro,1,1,1
Norcross,6/29/2011,6.15E+11,Business Applications Software,Information Technology,Software,"Atlanta-Sandy Springs-Marietta, GA",South East,Generating Revenue,Later Stage,Iwate,,1,1,
San Mateo,6/29/2011,71000761534,Vertical Market Applications Software,Information Technology,Software,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,Restart,Iwate,San Francisco Bay Area,1,1,5
Santa Clara,6/29/2011,4.71E+11,Communications Software,Information Technology,Software,"San Jose-Sunnyvale-Santa Clara, CA",Northern California,Product In Beta Test,Second Round,Iwate,San Francisco Bay Area,1,1,18
Pittsburgh,6/30/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,First Round,Iwate,,1,1,2.5
Lindon,6/30/2011,6.15E+11,IT Consulting,Business and Financial Services,Business Support Services,"Provo-Orem, UT",Mountain,Generating Revenue,First Round,Iwate,,1,1,
Foster City,6/30/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,1.4
Menlo Park,6/30/2011,6.12E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Generating Revenue,First Round,Iwate,San Francisco Bay Area,1,1,12.2
San Francisco,6/30/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"San Francisco-Oakland-Fremont, CA",Northern California,Product In Beta Test,First Round,Iwate,San Francisco Bay Area,1,1,
Tumwater,6/30/2011,6.15E+11,General Business Consulting,Business and Financial Services,Business Support Services,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,First Round,Iwate,Seattle Metro,1,1,
Durham,6/30/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"Durham-Chapel Hill, NC",South East,Generating Revenue,First Round,Iwate,,1,1,0.65
New York,6/30/2011,6.15E+11,Advertising/Marketing,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,30
New York,6/30/2011,6.15E+11,Business Support Services: Other,Business and Financial Services,Business Support Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Later Stage,Iwate,New York Metro,1,1,3.3
